# x	diff(x)
0	0.0000000000000014432899320127035
1	-0.000000000000003608224830031759
2	-0.0000000000000021094237467877974
3	-0.000000000000012989609388114332
4	-0.0000000000000015543122344752192
5	0.0000000000000016653345369377348
6	-0.00000000000000588418203051333
7	-0.000000000000018762769116165146
8	0.000000000000020872192862952943
9	-0.000000000000005995204332975845
10	0.00000000000005773159728050814
11	-0.000000000000006217248937900877
12	0.00000000000004929390229335695
13	0.000000000000006217248937900877
14	0.000000000000041744385725905886
15	-0.000000000000026645352591003757
16	0.00000000000004263256414560601
17	0.000000000000026645352591003757
18	-0.000000000000006217248937900877
19	-0.000000000000029753977059954195
20	0.00000000000011501910535116622
21	0.0000000000000581756864903582
22	-0.000000000000024868995751603507
23	-0.00000000000009237055564881302
24	-0.00000000000009481304630298837
25	0.00000000000008770761894538737
26	-0.00000000000003441691376337985
27	0.00000000000008038014698286133
28	-0.0000000000002758904216193514
29	-0.00000000000003175237850427948
30	-0.000000000000007105427357601002
31	-0.00000000000006350475700855895
32	0.0000000000001509903313490213
33	-0.00000000000010480505352461478
34	-0.00000000000008570921750106208
35	0.0000000000000439648317751562
36	-0.00000000000002531308496145357
37	-0.00000000000012091716516948736
38	0.00000000000010919043447188415
39	0.000000000000127675647831893
40	0.0000000000000510702591327572
41	0.00000000000019562129693895258
42	-0.0000000000001829647544582258
43	-0.0000000000001829647544582258
44	0.00000000000011546319456101628
45	0.00000000000003197442310920451
46	0.0000000000001687538997430238
47	-0.0000000000003304023721284466
48	0.00000000000025579538487363607
49	-0.0000000000004689582056016661
50	0.00000000000008881784197001252
51	0.00000000000017053025658242404
52	-0.00000000000006217248937900877
53	0.00000000000014921397450962104
54	-0.00000000000002842170943040401
55	-0.000000000000055067062021407764
56	-0.00000000000013322676295501878
57	0.00000000000012168044349891716
58	0.00000000000020694557179012918
59	0.00000000000006483702463810914
60	0.0000000000003703704010149522
61	0.00000000000004618527782440651
62	-0.000000000000036415315207705135
63	-0.0000000000004192202140984591
64	-0.00000000000008704148513061227
65	-0.00000000000005684341886080802
66	0.00000000000007993605777301127
67	0.0000000000002255973186038318
68	0.00000000000002042810365310288
69	0.00000000000016076029396572267
70	-0.0000000000003383959779057477
71	-0.00000000000015276668818842154
72	-0.00000000000014033219031261979
73	-0.00000000000009059419880941277
74	-0.000000000000055067062021407764
75	-0.0000000000002327027459614328
76	0.00000000000021316282072803006
77	0.0000000000004121147867408581
78	-0.0000000000003481659405224491
79	-0.00000000000039968028886505635
80	0.000000000000010658141036401503
81	0.0000000000003694822225952521
82	-0.0000000000009698908343125368
83	-0.00000000000018829382497642655
84	0.00000000000045208281562736374
85	-0.0000000000003552713678800501
86	0.0000000000001794120407794253
87	0.000000000000012878587085651816
88	0.00000000000008837375276016246
89	-0.00000000000007460698725481052
90	0.000000000000013322676295501878
91	0.00000000000014832579608992091
92	0.00000000000031086244689504383
93	0.0000000000008881784197001252
94	0.0000000000006608047442568932
95	0.00000000000020339285811132868
96	-0.00000000000017408297026122455
97	0.0000000000005826450433232822
98	-0.0000000000006323830348264892
99	-0.00000000000037125857943465235
100	-0.0000000000005329070518200751
101	-0.00000000000007993605777301127
102	-0.00000000000011191048088221578
103	-0.00000000000012523315717771766
104	-0.0000000000002957634137601417
105	0.0000000000005566658245470535
106	0.00000000000030020430585864233
107	0.00000000000007072120666862247
108	0.0000000000005064837438339964
109	0.0000000000015689671784002712
110	0.00000000000017053025658242404
111	-0.00000000000038902214782865485
112	-0.0000000000004156675004196586
113	0.00000000000019184653865522705
114	-0.0000000000009450218385609332
115	0.000000000000003552713678800501
116	-0.0000000000007336353746723034
117	-0.0000000000002877698079828406
118	-0.0000000000001936228954946273
119	0.00000000000038902214782865485
120	-0.0000000000005071498776487715
121	-0.00000000000030464519795714295
122	0.000000000000453859172466764
123	-0.0000000000008455458555545192
124	-0.0000000000004671818487622659
125	-0.0000000000004938272013532696
126	0.00000000000005684341886080802
127	-0.00000000000015010215292932116
128	-0.000000000000005329070518200751
129	0.0000000000005737632591262809
130	-0.0000000000006821210263296962
131	0.0000000000003375077994860476
132	0.00000000000012434497875801753
133	0.0000000000001376676550535194
134	-0.00000000000010746958878371515
135	0.00000000000016697754290362354
136	0.0000000000007203126983768016
137	-0.000000000000015987211554602254
138	-0.00000000000029665159217984183
139	0.0000000000006341593916658894
140	-0.000000000000003552713678800501
141	0.00000000000018118839761882555
142	-0.0000000000002913225216616411
143	0
144	-0.000000000000019539925233402755
145	0.00000000000016786572132332367
146	-0.00000000000002842170943040401
147	0.00000000000018385293287792592
148	-0.00000000000009481304630298837
149	-0.00000000000042982284398362935
150	-0.00000000000003397282455352979
151	0.00000000000037991831902672857
152	0.0000000000002793321129956894
153	0.0000000000004960476474025199
154	0.000000000000010658141036401503
155	0.0000000000006474820679613913
156	0.0000000000004884981308350689
157	0.0000000000004849454171562684
158	-0.00000000000014566126083082054
159	0.00000000000014210854715202004
160	0.00000000000019184653865522705
161	-0.0000000000003730349362740526
162	0.0000000000011226575225009583
163	-0.0000000000016839862837514374
164	-0.0000000000011191048088221578
165	-0.0000000000005853095785823825
166	0.0000000000004565237077258644
167	0.00000000000033795188869589765
168	-0.0000000000002899902540320909
169	0.00000000000017852386235972517
170	0.0000000000000546229728115577
171	-0.0000000000013420375921668892
172	0.0000000000003659295089164516
173	0.0000000000016697754290362354
174	0.0000000000032578384434600594
175	-0.0000000000005826450433232822
176	0.0000000000007744915819785092
177	0.0000000000008046896482483135
178	-0.0000000000009592326932761353
179	-0.00000000000017053025658242404
180	-0.000000000000007105427357601002
181	-0.0000000000002291500322826323
182	0.00000000000019895196601282805
183	-0.00000000000034994229736184934
184	0.00000000000015631940186722204
185	-0.00000000000030730973321624333
186	0.000000000000027533531010703882
187	-0.00000000000010835776720341528
188	0.0000000000006163958232718869
189	0.0000000000003170796958329447
190	-0.0000000000003339550858072471
191	0.0000000000007496225862269057
192	-0.00000000000008260059303211165
193	0.00000000000015276668818842154
194	-0.000000000000552891066263328
195	0.0000000000004902744876744691
196	-0.0000000000011812772982011666
197	-0.0000000000000985878045867139
198	0.00000000000016076029396572267
199	-0.0000000000005906386491005833
200	-0.0000000000004778399897986674
201	0.0000000000008384404281969182
202	-0.0000000000009450218385609332
203	0.0000000000001509903313490213
204	-0.0000000000003126388037344441
205	-0.0000000000011723955140041653
206	-0.00000000000007815970093361102
207	0.000000000003794298208958935
208	0.0000000000008242295734817162
209	0.000000000001644906433284632
210	0.0000000000011386447340555605
211	-0.0000000000008606448886894214
212	-0.0000000000005151434834260726
213	0.0000000000005102585021177219
214	-0.000000000000205613304160579
215	0.00000000000006417089082333405
216	-0.00000000000020738966099997924
217	-0.00000000000019051427102567686
218	0.0000000000006173950239940496
219	-0.0000000000008666956041736285
220	0.0000000000005665468094662174
221	0.0000000000003412825577697731
222	-0.0000000000008242295734817162
223	-0.000000000000843769498715119
224	-0.0000000000005542233338928781
225	-0.0000000000012003731342247193
226	0.000000000000006217248937900877
227	-0.0000000000005455635943008019
228	0.0000000000003885780586188048
229	0.000000000000012989609388114332
230	-0.000000000001283417816466681
231	-0.00000000000027489122089718876
232	-0.000000000000656030785251005
233	-0.0000000000005717648576819556
234	0.0000000000011359801987964602
235	0.00000000000006750155989720952
236	0.0000000000011595169269185135
237	-0.00000000000039168668308775523
238	0.0000000000001305622276959184
239	0.0000000000020374812947920873
240	-0.0000000000010516032489249483
241	-0.0000000000010302869668521453
242	0.000000000001887379141862766
243	0.0000000000008202327705930657
244	0.00000000000005728750807065808
245	-0.00000000000019895196601282805
246	-0.00000000000022537527399890678
247	-0.0000000000004674038933671909
248	-0.00000000000010169642905566434
249	0.0000000000009281464485866309
250	-0.0000000000007600586826583822
251	0.0000000000005551115123125783
252	0.00000000000004374278717023117
253	0.0000000000008311129562343922
254	0.00000000000012601031329495527
255	-0.000000000000934197164070838
